renter_id,age,household_size,income,credit_score,budget_min,budget_max,desired_beds,desired_baths,desired_sqft_min,has_cats,has_dogs,is_smoker,needs_wheelchair,has_ev,wants_furnished,pref_lat,pref_lon,max_distance_km,laundry_pref,parking_pref,move_urgency,type_pref_apartment,type_pref_house,type_pref_condo,type_pref_townhouse,type_pref_duplex,type_pref_loft,type_pref_cottage_cabin,type_pref_manufactured,type_pref_flat,type_pref_in-law,type_pref_assisted_living,type_pref_land
13558,44,4,89509.0,579.0,1402.0,2605.0,3.0,2.0,1296.0,0,0,0,0,0,0,27.8916,-80.2775,42.8,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0
13559,55,4,82164.0,568.0,1698.0,3154.0,4.0,2.0,1310.0,0,1,0,0,0,0,28.1928,-80.8917,34.8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
13560,32,2,64189.0,537.0,1401.0,2601.0,3.0,2.0,1019.0,1,0,0,0,0,0,36.8338,-119.972,72.6,4,7,1,0,0,0,0,1,0,0,0,0,0,0,1
13561,37,3,50558.0,568.0,747.0,1388.0,2.0,1.0,1168.0,0,1,0,0,0,0,39.256,-76.7171,5.2,4,7,1,0,0,0,0,0,1,1,0,0,0,0,0
13562,21,3,42125.0,601.0,889.0,1651.0,3.0,2.0,1079.0,0,1,0,0,0,0,37.4177,-121.7672,75.7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
13563,37,1,62835.0,486.0,1292.0,2399.0,0.0,1.0,915.0,0,1,1,0,0,0,28.8774,-81.7409,64.5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
13564,48,2,65572.0,631.0,1268.0,2355.0,1.0,1.0,795.0,1,0,0,0,0,0,36.6473,-120.2812,9.3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13565,50,2,95874.0,624.0,1465.0,2720.0,2.0,1.0,1125.0,1,0,0,0,0,0,33.9926,-83.2274,71.5,4,7,0,0,0,0,1,0,0,0,1,0,1,0,0
13566,33,4,74424.0,604.0,1677.0,3114.0,4.0,2.5,1251.0,0,0,0,0,0,0,29.6419,-82.5446,21.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0
13567,21,4,37786.0,568.0,851.0,1581.0,3.0,2.0,1278.0,0,0,0,0,0,0,38.391,-85.89,43.5,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0
13568,48,1,44572.0,540.0,783.0,1454.0,1.0,1.5,612.0,0,1,0,0,0,0,38.9095,-104.8744,27.5,3,6,2,1,0,0,0,0,0,0,0,0,0,1,0
13569,52,4,101201.0,580.0,1774.0,3294.0,4.0,2.0,1057.0,1,0,1,0,0,1,34.6241,-77.426,43.1,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0
13570,22,3,43790.0,610.0,848.0,1575.0,4.0,2.0,1461.0,1,0,1,0,0,0,32.5095,-90.2642,10.8,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0
13571,44,1,71201.0,683.0,1584.0,2941.0,1.0,1.5,882.0,0,0,0,0,0,0,39.3047,-77.4199,76.6,4,3,2,1,0,1,0,0,0,0,0,1,0,0,0
13572,22,2,40451.0,511.0,920.0,1708.0,2.0,1.0,924.0,1,0,0,0,0,1,42.2628,-85.5188,73.6,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0
13573,41,4,82557.0,560.0,1384.0,2570.0,4.0,2.5,1362.0,0,0,0,0,0,0,28.1612,-80.8026,28.5,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0
13574,51,2,68292.0,644.0,1328.0,2467.0,1.0,1.5,604.0,1,0,0,0,0,0,36.4695,-119.8975,8.1,3,6,2,0,0,0,0,1,0,0,1,0,0,0,0
13575,55,3,84402.0,633.0,1500.0,2786.0,4.0,2.5,1513.0,1,0,0,0,0,0,33.0638,-117.2174,7.3,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0
13576,55,2,82602.0,627.0,1362.0,2530.0,2.0,1.0,837.0,0,0,0,0,0,0,40.2734,-87.9395,16.4,3,1,2,1,0,0,0,0,0,0,1,0,1,0,0
13577,57,2,73057.0,563.0,1067.0,1982.0,2.0,1.5,984.0,0,0,0,1,0,0,35.992,-106.4478,74.8,1,7,1,0,1,1,0,1,0,0,0,0,0,0,0
13578,30,2,63764.0,622.0,1094.0,2031.0,3.0,2.5,1109.0,1,0,0,0,0,0,33.1771,-117.4036,9.9,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0
13579,62,2,49971.0,589.0,872.0,1620.0,2.0,1.0,1291.0,0,0,0,0,0,0,42.8539,-84.7439,72.9,1,6,1,0,0,0,0,0,0,0,1,1,0,0,0
13580,36,4,79951.0,613.0,1624.0,3016.0,5.0,3.5,1097.0,0,0,1,0,0,0,32.9107,-114.6275,28.7,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0
13581,37,2,61461.0,564.0,1243.0,2308.0,1.0,1.0,539.0,1,0,0,0,0,0,41.5252,-90.6404,41.7,5,3,1,0,0,0,0,0,0,0,0,1,1,0,0
13582,58,1,61855.0,550.0,1432.0,2659.0,1.0,1.5,469.0,0,0,0,0,0,0,39.7269,-119.9372,24.7,2,5,1,0,0,0,0,0,0,0,0,1,1,0,0
13583,35,2,27224.0,544.0,555.0,1031.0,1.0,1.5,894.0,1,1,0,1,0,0,35.0593,-111.5751,57.6,4,7,0,0,0,0,0,1,0,0,0,1,0,0,0
13584,21,3,27003.0,583.0,430.0,799.0,2.0,1.5,931.0,0,0,0,0,0,0,29.3956,-81.1422,24.9,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0
13585,55,2,75856.0,581.0,1498.0,2781.0,3.0,2.0,1480.0,0,0,0,0,0,0,21.4423,-157.9912,56.3,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0
13586,52,3,85860.0,600.0,1376.0,2556.0,3.0,2.5,1247.0,0,0,0,0,0,0,42.8477,-84.6162,33.8,5,2,0,1,0,0,0,1,0,1,0,0,0,0,0
13587,48,1,68312.0,541.0,1088.0,2021.0,2.0,1.0,709.0,1,1,0,0,0,0,47.6416,-116.736,7.2,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0
13588,25,2,50303.0,525.0,1142.0,2120.0,3.0,2.0,1104.0,0,1,1,0,0,0,30.1753,-81.3826,36.3,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0
13589,50,4,68839.0,576.0,1112.0,2064.0,3.0,2.0,1287.0,0,0,0,0,0,0,40.9988,-81.2382,68.2,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0
13590,28,2,39271.0,490.0,737.0,1368.0,3.0,2.5,1138.0,1,1,1,0,0,0,34.148,-116.3843,50.2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
13591,46,3,45248.0,465.0,1019.0,1893.0,4.0,2.0,1237.0,0,0,0,0,0,0,37.6269,-122.3281,31.6,1,5,2,0,0,1,0,0,0,1,0,1,0,0,0
13592,44,3,76502.0,672.0,1522.0,2826.0,4.0,2.5,1195.0,0,1,0,0,0,0,33.2178,-87.4882,37.9,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1
13593,58,3,108957.0,626.0,2027.0,3765.0,4.0,2.5,1291.0,1,0,0,0,0,0,39.828,-105.0261,10.7,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0
13594,68,2,71565.0,613.0,1253.0,2328.0,1.0,1.0,640.0,0,1,0,0,0,0,39.2502,-76.7085,29.3,1,7,2,0,1,0,0,0,0,0,0,0,1,0,0
13595,27,3,46472.0,612.0,729.0,1354.0,4.0,2.5,1308.0,0,0,0,0,0,0,32.1991,-88.596,70.8,1,7,0,0,0,0,0,0,1,0,0,1,1,0,0
13596,23,2,48952.0,620.0,1082.0,2009.0,3.0,2.5,1229.0,1,0,0,0,0,0,36.0982,-80.4317,26.8,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0
13597,46,2,67393.0,639.0,1456.0,2705.0,1.0,1.5,787.0,0,1,0,0,0,0,30.2807,-88.6691,68.4,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0
13598,67,2,49464.0,523.0,1119.0,2078.0,2.0,1.5,1020.0,0,1,0,0,0,0,38.2608,-84.6014,53.8,5,5,2,0,1,0,0,0,0,0,0,0,0,0,1
13599,26,2,54712.0,622.0,1169.0,2170.0,1.0,1.0,859.0,0,0,0,0,0,0,35.8083,-82.6021,21.5,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0
13600,43,1,58097.0,537.0,1096.0,2036.0,1.0,1.0,780.0,0,0,0,0,0,0,39.9144,-89.9373,79.0,1,5,0,0,0,0,0,0,0,0,1,0,1,1,0
13601,39,3,67150.0,599.0,1093.0,2030.0,3.0,2.5,1361.0,0,1,0,0,0,0,41.6498,-81.5264,63.7,0,6,2,1,0,0,0,0,0,1,0,0,0,0,0
13602,34,2,85187.0,622.0,1899.0,3527.0,2.0,1.0,560.0,1,0,0,0,0,0,40.2044,-105.372,7.4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
13603,52,1,63785.0,626.0,1044.0,1939.0,0.0,1.0,411.0,0,0,1,1,0,0,34.3679,-120.0244,29.1,3,7,1,1,0,0,0,0,0,0,0,1,0,1,0
13604,33,1,73271.0,576.0,1369.0,2542.0,0.0,1.0,804.0,0,0,0,0,0,0,42.6986,-83.273,29.9,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0
13605,43,3,61348.0,611.0,1248.0,2318.0,3.0,2.5,1317.0,0,0,0,0,0,0,30.2859,-90.1366,45.6,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
13606,61,2,52504.0,602.0,1156.0,2146.0,3.0,2.5,1072.0,1,1,0,0,0,0,41.9689,-83.1468,13.9,2,5,2,0,0,0,0,0,0,0,1,0,1,0,0
13607,37,3,55654.0,543.0,1223.0,2270.0,3.0,2.0,1327.0,0,1,0,0,0,0,41.6467,-86.1743,51.8,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0
13608,19,2,60793.0,581.0,1080.0,2007.0,1.0,1.0,722.0,0,1,0,0,0,0,42.5421,-71.2452,40.1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0
13609,64,4,76020.0,581.0,1190.0,2209.0,4.0,2.0,1165.0,0,0,0,0,0,0,36.1427,-114.9427,30.3,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0
13610,32,1,33487.0,540.0,632.0,1173.0,2.0,1.5,1072.0,1,0,0,0,0,0,35.0125,-79.0233,54.2,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0
13611,58,3,85663.0,642.0,1904.0,3535.0,4.0,2.0,1425.0,0,0,0,0,0,0,36.2449,-114.6873,34.6,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0
13612,57,2,67646.0,656.0,1158.0,2150.0,1.0,1.0,850.0,0,1,0,0,0,1,40.1056,-105.2542,76.2,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1
13613,45,2,76041.0,578.0,1467.0,2724.0,2.0,1.0,1325.0,1,0,0,0,0,1,38.9761,-104.9115,41.7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
13614,22,5,51120.0,582.0,816.0,1516.0,5.0,3.5,1580.0,0,0,0,0,0,0,34.7606,-77.3551,79.7,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0
13615,67,4,73332.0,520.0,1546.0,2872.0,3.0,2.5,635.0,0,0,1,0,0,0,45.6557,-94.283,66.6,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0
13616,53,1,84913.0,617.0,1689.0,3137.0,2.0,1.0,1014.0,0,1,0,0,0,0,36.7423,-119.8851,8.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13617,40,1,47008.0,517.0,990.0,1838.0,0.0,1.0,815.0,1,0,0,0,0,0,30.8733,-83.414,60.8,2,4,1,1,0,0,0,0,1,1,0,0,0,0,0
13618,62,4,74765.0,563.0,1280.0,2377.0,4.0,2.0,1513.0,1,1,0,1,0,0,36.1045,-94.4881,22.1,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0
13619,58,1,70540.0,542.0,1446.0,2686.0,1.0,1.0,1115.0,0,0,0,0,0,0,43.0584,-79.2079,40.1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13620,57,5,46710.0,581.0,751.0,1395.0,6.0,3.5,1702.0,1,0,0,0,0,0,39.8243,-105.065,8.2,1,6,2,1,0,1,0,0,0,1,0,0,0,0,0
13621,26,1,54593.0,598.0,996.0,1850.0,0.0,1.0,729.0,0,0,0,0,0,0,32.3328,-84.9277,74.7,4,2,1,0,0,0,0,1,1,0,1,0,0,0,0
13622,50,2,96837.0,682.0,2125.0,3946.0,1.0,1.0,925.0,0,0,0,0,0,0,30.2494,-87.1875,65.6,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1
13623,32,1,60983.0,649.0,1162.0,2158.0,2.0,1.5,1051.0,1,1,0,0,0,0,27.9424,-82.6235,34.6,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13624,22,2,33720.0,552.0,757.0,1406.0,3.0,2.5,629.0,0,0,0,0,0,0,29.5943,-82.346,66.7,3,6,1,0,0,0,1,0,0,1,0,0,0,0,0
13625,35,1,44321.0,526.0,963.0,1789.0,1.0,1.0,963.0,1,0,0,0,0,0,36.8636,-86.5692,63.3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,1
13626,23,2,49473.0,571.0,950.0,1764.0,3.0,2.0,868.0,0,0,0,0,0,0,29.9502,-89.823,23.0,5,2,1,0,0,1,0,0,0,0,0,1,0,1,0
13627,23,4,64983.0,521.0,1141.0,2119.0,5.0,3.0,1872.0,1,0,0,0,0,0,39.077,-76.8011,10.8,5,5,0,0,0,0,1,0,0,0,1,0,0,0,1
13628,55,1,84368.0,598.0,1782.0,3310.0,0.0,1.0,645.0,1,1,0,0,0,0,41.9717,-83.1824,56.2,5,6,2,0,0,0,0,0,0,0,0,1,0,0,0
13629,44,3,97993.0,636.0,2073.0,3849.0,4.0,2.5,1400.0,1,0,0,0,0,1,40.0916,-85.8513,30.7,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0
13630,38,1,52817.0,517.0,1010.0,1876.0,1.0,1.5,997.0,0,0,0,0,0,0,45.4723,-94.1623,44.6,3,6,0,0,0,0,0,0,0,0,0,0,1,1,1
13631,27,3,49878.0,555.0,787.0,1462.0,4.0,2.5,1476.0,0,1,0,0,0,0,38.2537,-121.4317,41.2,3,4,0,0,0,1,0,0,0,0,1,0,1,0,0
13632,58,1,55621.0,618.0,967.0,1796.0,0.0,1.0,803.0,0,1,1,0,0,0,35.5635,-119.1351,74.3,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0
13633,50,3,90190.0,636.0,1693.0,3145.0,4.0,2.0,1337.0,0,0,1,0,0,0,39.0372,-95.39,66.4,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0
13634,48,3,94685.0,642.0,2163.0,4017.0,3.0,2.5,1643.0,0,0,0,0,0,0,39.5985,-94.9448,52.2,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0
13635,27,4,64490.0,621.0,1377.0,2557.0,3.0,2.0,1402.0,0,1,0,0,0,0,42.8428,-84.7509,66.1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0
13636,24,4,60092.0,477.0,1285.0,2387.0,3.0,2.0,961.0,1,0,1,0,0,0,42.2741,-83.8048,14.9,4,7,1,0,0,0,0,0,0,1,1,0,0,0,0
13637,24,1,69557.0,586.0,1139.0,2115.0,2.0,1.5,949.0,0,0,0,0,0,0,26.9119,-80.2027,57.1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
13638,19,1,48360.0,563.0,771.0,1432.0,2.0,1.5,1527.0,0,0,0,0,0,0,35.6506,-80.1457,57.4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
13639,68,1,40365.0,521.0,932.0,1731.0,1.0,1.0,384.0,1,0,0,0,0,0,39.2752,-74.5599,59.2,2,7,0,0,1,0,0,0,1,0,0,0,0,0,0
13640,37,3,67194.0,603.0,1149.0,2134.0,2.0,1.5,931.0,0,0,1,0,0,1,38.6003,-90.4309,25.8,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0
13641,52,1,67418.0,528.0,1370.0,2544.0,2.0,1.0,784.0,0,1,0,0,0,0,32.4721,-90.2073,28.2,4,5,0,0,1,0,0,1,0,0,0,0,0,0,1
13642,69,4,84003.0,570.0,1779.0,3303.0,3.0,2.0,981.0,0,0,0,0,0,1,33.9339,-84.2271,14.5,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0
13643,66,5,118609.0,661.0,2272.0,4220.0,6.0,3.0,1261.0,0,0,0,0,0,0,29.2571,-82.6316,75.8,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0
13644,34,1,48243.0,595.0,735.0,1365.0,2.0,1.0,1125.0,0,1,0,0,0,0,32.2603,-85.0088,68.6,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0
13645,43,1,47584.0,522.0,834.0,1548.0,0.0,1.0,894.0,0,1,0,0,0,0,42.2626,-72.295,45.9,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0
13646,42,2,56087.0,593.0,1275.0,2368.0,2.0,1.0,1036.0,0,0,0,0,0,0,45.538,-94.2219,24.5,2,5,1,0,1,0,0,0,1,0,0,0,0,0,0
13647,19,2,54089.0,586.0,1053.0,1955.0,2.0,1.5,997.0,0,0,0,0,0,1,45.1999,-93.1548,62.7,5,2,1,0,0,0,1,0,0,0,0,0,0,1,1
13648,57,2,54590.0,587.0,1250.0,2322.0,1.0,1.0,734.0,0,1,0,0,0,0,37.0717,-94.5869,22.7,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0
13649,47,1,56684.0,642.0,907.0,1684.0,1.0,1.0,1064.0,1,1,0,0,0,0,36.6064,-121.8911,74.1,5,1,2,0,0,0,0,0,1,0,0,0,0,0,1
13650,37,4,88082.0,641.0,1337.0,2483.0,5.0,3.5,1671.0,1,0,0,0,0,0,33.5348,-116.5039,54.5,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0
13651,47,3,57382.0,547.0,1168.0,2169.0,2.0,1.5,1317.0,0,1,0,0,0,0,25.7974,-80.3874,68.9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13652,56,1,52553.0,612.0,894.0,1661.0,2.0,1.5,750.0,0,0,0,0,0,0,42.5141,-84.3919,45.4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
13653,18,1,19059.0,494.0,373.0,693.0,2.0,1.0,889.0,0,0,0,0,0,0,42.4762,-85.2205,27.9,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0
13654,51,3,67274.0,586.0,1197.0,2223.0,2.0,1.5,986.0,0,0,0,0,0,0,41.0496,-95.7788,24.7,5,5,2,1,0,1,0,0,0,0,0,0,0,0,0
13655,62,1,58731.0,628.0,985.0,1828.0,0.0,1.0,858.0,0,0,0,0,0,0,28.5485,-81.3715,35.9,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0
13656,55,4,84528.0,663.0,1298.0,2411.0,3.0,2.0,1093.0,0,0,1,0,0,0,28.3446,-81.5737,53.4,4,3,1,0,1,0,0,0,0,0,0,0,0,1,0
13657,50,2,60479.0,560.0,1174.0,2181.0,2.0,1.5,1139.0,0,0,0,0,0,0,37.5998,-97.3928,66.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
13658,22,5,56260.0,542.0,847.0,1573.0,5.0,3.5,1104.0,0,0,0,0,0,0,41.0092,-74.163,20.9,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0
13659,56,3,95178.0,632.0,1986.0,3688.0,4.0,2.5,1431.0,0,1,0,0,0,0,38.3113,-85.7258,64.6,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0
13660,57,4,93850.0,517.0,1585.0,2943.0,3.0,2.0,1019.0,0,1,0,0,0,0,31.9671,-110.9794,5.3,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0
13661,43,3,105416.0,696.0,1668.0,3098.0,3.0,2.0,915.0,1,1,0,0,0,0,35.2283,-80.8521,29.3,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0
13662,48,2,61963.0,632.0,1354.0,2514.0,3.0,2.0,1144.0,1,1,0,0,0,0,43.7324,-116.5712,22.5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
13663,50,1,59610.0,528.0,1340.0,2488.0,1.0,1.5,970.0,1,0,0,0,0,0,21.2949,-157.9291,56.8,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
13664,24,3,57102.0,509.0,896.0,1664.0,3.0,2.0,909.0,0,0,0,0,0,0,36.1428,-115.1708,48.7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
13665,31,2,48861.0,510.0,1119.0,2079.0,2.0,1.0,1295.0,0,0,0,0,0,0,34.5919,-76.6002,34.5,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0
13666,59,2,72443.0,613.0,1354.0,2514.0,1.0,1.0,709.0,0,1,0,0,0,0,43.0241,-84.5092,57.8,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0
13667,68,2,47026.0,579.0,735.0,1365.0,2.0,1.0,1484.0,0,0,0,0,0,1,38.9002,-94.5055,48.7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1
13668,32,1,46152.0,618.0,822.0,1527.0,2.0,1.5,786.0,0,0,1,0,0,1,28.1584,-82.4346,44.7,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
13669,38,2,73845.0,573.0,1432.0,2659.0,2.0,1.0,824.0,0,0,0,0,0,0,43.7535,-84.7463,15.8,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0
13670,65,1,87844.0,630.0,1483.0,2754.0,0.0,1.0,508.0,0,0,0,0,0,0,43.7062,-70.0995,7.7,5,4,1,0,1,0,0,0,0,0,1,0,1,0,0
13671,26,2,70768.0,543.0,1516.0,2815.0,1.0,1.5,841.0,0,0,0,0,0,0,42.6172,-84.5992,27.3,0,4,2,0,1,0,0,0,0,0,1,0,0,0,1
13672,31,2,57468.0,483.0,897.0,1666.0,3.0,2.5,1388.0,1,1,0,0,0,0,41.5125,-73.0674,46.3,3,5,0,0,0,0,0,0,1,1,0,0,0,1,0
13673,20,4,63613.0,551.0,1420.0,2637.0,3.0,2.0,1031.0,0,0,0,0,0,0,26.2049,-81.8512,26.3,1,7,0,0,0,0,0,0,0,1,1,0,1,0,0
13674,30,2,59322.0,549.0,1082.0,2009.0,2.0,1.5,972.0,1,0,0,0,0,0,34.5556,-117.3843,63.3,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0
13675,51,4,79354.0,538.0,1836.0,3409.0,5.0,3.0,1343.0,1,0,0,0,0,1,40.4653,-104.797,18.9,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0
13676,36,5,62589.0,634.0,1158.0,2151.0,4.0,2.0,1416.0,0,0,0,0,0,0,31.6711,-84.2955,50.4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13677,69,1,67979.0,648.0,1001.0,1859.0,0.0,1.0,750.0,0,0,0,0,0,0,35.4698,-80.7134,7.6,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0
13678,64,2,71320.0,577.0,1284.0,2384.0,3.0,2.5,1713.0,1,1,0,0,0,0,38.3596,-90.6364,19.6,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0
13679,64,1,75071.0,609.0,1354.0,2514.0,0.0,1.0,767.0,0,0,0,0,0,0,28.8313,-81.3345,62.8,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0
13680,55,4,49549.0,586.0,878.0,1631.0,3.0,2.0,1250.0,0,0,1,0,0,0,35.0443,-79.1461,72.0,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0
13681,54,2,70468.0,631.0,1492.0,2770.0,1.0,1.0,1009.0,0,0,0,0,0,0,38.5895,-90.2429,24.6,5,5,0,0,0,1,1,0,1,0,0,0,0,0,0
13682,44,1,74711.0,638.0,1472.0,2734.0,2.0,1.0,648.0,0,0,0,0,0,0,26.0232,-80.0195,13.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13683,69,1,71917.0,598.0,1618.0,3006.0,2.0,1.0,822.0,1,1,1,0,0,0,43.6212,-116.2218,18.5,0,7,1,0,0,0,1,0,0,0,0,1,1,0,0
13684,22,3,38197.0,576.0,766.0,1423.0,4.0,2.0,1383.0,0,0,0,0,0,0,29.9693,-91.9953,39.1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1
13685,55,1,49292.0,543.0,971.0,1803.0,1.0,1.0,1146.0,0,0,0,0,0,1,48.0817,-116.9974,61.5,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0
13686,25,2,49780.0,534.0,844.0,1568.0,3.0,2.5,1080.0,1,0,0,0,0,0,42.4089,-89.1985,77.5,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1
13687,35,4,84894.0,624.0,1729.0,3212.0,3.0,2.5,1112.0,1,1,0,0,0,0,29.9567,-93.034,37.1,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0
13688,31,1,55996.0,528.0,1160.0,2154.0,0.0,1.0,610.0,0,0,0,0,0,0,30.4063,-87.3039,66.1,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0
13689,49,3,81326.0,598.0,1218.0,2261.0,3.0,2.0,1208.0,0,0,0,0,0,0,37.179,-121.8924,61.7,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0
13690,58,3,90154.0,656.0,1356.0,2518.0,3.0,2.0,1475.0,0,0,0,1,0,1,39.9685,-104.8796,9.6,3,7,2,0,0,0,0,0,0,0,0,0,1,0,0
13691,22,2,51172.0,558.0,840.0,1560.0,2.0,1.5,917.0,0,0,0,0,0,0,41.356,-95.9533,30.1,3,7,2,0,0,0,0,0,0,0,1,0,1,0,0
13692,49,1,71392.0,573.0,1406.0,2611.0,1.0,1.5,1119.0,1,0,0,0,0,0,28.2205,-81.5017,61.9,5,2,0,0,0,0,1,0,1,0,0,0,0,1,0
13693,29,1,59449.0,709.0,1198.0,2224.0,1.0,1.0,432.0,0,0,0,0,0,0,41.1843,-96.0627,44.5,5,5,2,0,0,0,1,0,0,0,0,1,0,0,0
13694,22,5,55147.0,477.0,976.0,1813.0,4.0,2.0,1493.0,0,1,0,0,0,1,38.0909,-121.1373,35.4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
13695,39,3,56507.0,507.0,945.0,1755.0,3.0,2.0,1205.0,0,0,0,0,0,1,33.0953,-82.2765,67.1,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0
13696,48,2,80804.0,616.0,1295.0,2405.0,3.0,2.0,1113.0,0,0,0,0,0,0,36.1989,-115.2266,62.4,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0
13697,28,4,56128.0,537.0,967.0,1795.0,5.0,3.0,1624.0,0,0,0,0,0,1,39.1111,-94.3173,20.3,5,0,1,0,0,0,0,0,0,0,0,1,1,1,0
13698,38,1,32043.0,539.0,594.0,1104.0,0.0,1.0,699.0,0,0,0,0,0,1,39.7,-105.2944,64.8,2,6,1,0,0,1,0,0,0,0,0,1,1,0,0
13699,67,1,82129.0,581.0,1629.0,3025.0,0.0,1.0,306.0,0,0,0,0,0,1,28.3579,-80.9531,61.5,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0
13700,36,1,56849.0,588.0,1262.0,2344.0,0.0,1.0,666.0,1,0,1,0,0,0,30.0949,-85.725,8.5,5,4,1,0,0,0,0,0,0,0,0,0,0,1,1
13701,69,3,83716.0,594.0,1686.0,3130.0,2.0,1.0,1000.0,0,0,0,0,0,0,38.9257,-95.2533,52.8,4,4,2,0,1,0,1,0,0,0,0,0,1,0,0
